Date,Building,Stream,MainStream,Substream,Volume,Weight,Notes,Year
10-04-2017,Benson Center,Reusables in Compost,Compost,reusables,0.01,0.8,"sock, hair tie ",2017
10-04-2017,Benson Center,Compost,Compost,paper towels,0.75,8.8,,2017
10-04-2017,Benson Center,Recycling in Compost,Compost,Plastic 1-7,0.01,0.9,bottles,2017
10-04-2017,Benson Center,Compost,Compost,Misc. Meal Waste,0.01,1.6,,2017
10-04-2017,Benson Center,Recycling in Compost,Compost,Plastic Film,0.01,0.5,,2017
10-04-2017,Benson Center,Compost,Compost,Compostable Food Containers,0.33,0.9,compost liners,2017
10-04-2017,Benson Center,Recycling in Compost,Compost,E-/Universal Waste,0.01,0.01,headphones,2017
10-04-2017,Benson Center,Recycling in Compost,Compost,paper,0.01,0.01,1 sheet of paper,2017
4/27/17,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,12.5,"Bacon paper, coke cups, plates",2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,paper,1,5.1,paperboard (food boxes),2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,Plastic Film,1,16.7,bulk food bags,2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,Plastic 1-7,0.75,5,bulk food containers,2017
4/27/17,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.33,29.1,"food scraps,tortilla chips",2017
4/27/17,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,7.6,"sandwich paper, plates, napkins",2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,Plastic 1-7,1,2.7,"milk cartons, bulk containers",2017
4/27/17,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.25,23.6,"coffee, food scraps",2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,cardboard,1.5,9,produce (waxy) boxes,2017
4/27/17,Benson Center,Landfill,Landfill,Other Landfill,1,16.4,gloves,2017
4/27/17,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.5,42.1,,2017
4/27/17,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,15.1,"plates, coke cups, PLA boxes (4 lids )",2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,Plastic Film,1,17.7,"bread bags, bulk bags",2017
4/27/17,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,0.5,5.2,see above,2017
4/27/17,Benson Center,Compost in Landfill,Landfill,paper towels,0.75,9.4,,2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,terracycle,0.01,0.01,1 wrapper,2017
4/27/17,Benson Center,Landfill,Landfill,Other Landfill,0.5,5.2,food packaging,2017
4/27/17,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.5,27,bag full of lettuce (from landfill),2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,aseptic containers,0.33,1.5,"almond milk, (mission bakery)",2017
4/27/17,Benson Center,Reusables in Landfill,Landfill,reusables,1,5.6,"limecrate, sugar/tea packet, hangers",2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,paper,1,9.4,"receipts, glove box, paperboard",2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,Plastic 1-7,0.33,2.8,"utensils, bulk food containers",2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,glass,0.1,3.4,,2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,cardboard,0.5,0.8,,2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,Plastic Film,0.5,4,chicken bags,2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,metal,0.75,5.3,"mini pie tins, bulk cans, pam",2017
4/27/17,Benson Center,Recycling in Landfill,Landfill,E-/Universal Waste,0.25,1.4,3 bulbs,2017
4/27/16,Benson Center,Reusables in Landfill,Landfill,reusables,0.13,2,"hangers, Benson fork, apron, syran wrap roll",2016
4/27/16,Benson Center,Recycling in Landfill,Landfill,metal,0.33,2.3,"soda cans, evets trays, green chile cans",2016
4/27/16,Benson Center,Recycling in Landfill,Landfill,Plastic 1-7,0.5,3.1,"orange force bottle, syrup containers",2016
4/27/16,Benson Center,Landfill,Landfill,Other Landfill,0.75,6.4,"gloves, napking packaging",2016
4/27/16,Benson Center,Compost in Landfill,Landfill,paper towels,0.25,2.4,,2016
4/27/16,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,13.2,"clamshells, clear cups, salad containers",2016
4/27/16,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.33,41.8,,2016
4/27/16,Benson Center,Recycling in Landfill,Landfill,paper,0.33,1.2,"recipts, glove boxes",2016
4/27/16,Benson Center,Recycling in Landfill,Landfill,aseptic containers,0.33,0.8,liquid egg containers,2016
4/27/16,Benson Center,Recycling in Landfill,Landfill,cardboard,0.5,1.1,drink cases,2016
4/27/16,Benson Center,Recycling in Landfill,Landfill,glass,0.03,0.1,soy sauce jars,2016
4/27/16,Benson Center,Recycling in Landfill,Landfill,Plastic Film,1,8.5,bags,2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,Plastic Film,1,8.6,Seran Wrap,2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,cardboard,1.25,6.1,"Egg Cartons, boxes",2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,paper,1,8.6,"half&half boxes, swiss miss boxes, milk cartons",2016
02-09-2016,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.25,33.3,"egg shells, avocado, sandwhich toppongs, loaf of bread",2016
02-09-2016,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,10.7,"salad to-go containers, clamshells, coke cups",2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,Plastic Film,1,7.7,bread bags,2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,Plastic 1-7,1.25,13.2,"large containers, rice vinegal, canola oil",2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,cardboard,1,7.4,"apple trays, boxes, egg cartons",2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,Plastic 1-7,1,6.4,"Lime Away, plastic utensils, canola oil ",2016
02-09-2016,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.33,44.8,,2016
02-09-2016,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,10.9,"clamshells, salad containers, coke cups, water glasses",2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,paper,1,4.4,"milk cartons, receipts, liquid eggs",2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,metal,0.75,8.6,"pinto beans, olive cans, aluminum foil",2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,glass,0.25,5.8,"tobasco bottle, saucer, broken plate",2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,Const/Demo Waste,0.17,1.1,sticks,2016
02-09-2016,Benson Center,Reusables in Landfill,Landfill,reusables,0.17,5.1,"forks, apron, clothes/rags, unused seran wrap roll ",2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,Plastic Film,0.75,11.1,,2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,terracycle,0.03,0.01,energy bar wrappers,2016
02-09-2016,Benson Center,Landfill,Landfill,Other Landfill,0.8,18.3,,2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,Plastic 1-7,0.04,1.2,"coffee cups, lids, utensils",2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,paper towels,0.5,6.8,,2016
02-09-2016,Benson Center,Recycling in Landfill,Landfill,cardboard,0.75,5.2,"bakery containers, fruit holder, boxes ",2016
11/16/15,Benson Center,Recycling in Landfill,Landfill,cardboard,1,5.9,"boxes, egg cartons",2015
11/16/15,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,9.9,flowers,2015
11/16/15,Benson Center,Compost,Landfill,paper towels,0.33,3.3,paper towels,2015
11/16/15,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.33,33.1,"bread ends, potato peels, eggshells/bacon",2015
11/16/15,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,16.2,"coke cups, paper wrappers, clamshells and plates",2015
11/16/15,Benson Center,Recycling in Landfill,Landfill,terracycle,0.03,0.1,"granola bar wrappers, markers",2015
11/16/15,Benson Center,Reusables in Landfill,Landfill,reusables,0.06,0.1,"cloth rags, twist ties",2015
11/16/15,Benson Center,Recycling in Landfill,Landfill,Plastic 1-7,0.8,7.1,"black silverware, juice containers, mayo containers",2015
11/16/15,Benson Center,Recycling in Landfill,Landfill,paper,0.75,3.6,"oat containers, salt containers, red bull boxes",2015
11/16/15,Benson Center,Recycling in Landfill,Landfill,aseptic containers,0.8,3.8,"milk containers, liquid egg containers",2015
11/16/15,Benson Center,Landfill,Landfill,Other Landfill,0.14,0.2,*coffee cups were sorted separately,2015
11/16/15,Benson Center,Landfill,Landfill,Other Landfill,0.75,12.9,,2015
11/16/15,Benson Center,Recycling in Landfill,Landfill,metal,0.33,2.2,"tin foil, large cans (olives/manderines), soda cans",2015
11/16/15,Benson Center,Recycling in Landfill,Landfill,cardboard,0.33,3.1,boxes,2015
11/16/15,Benson Center,Recycling in Landfill,Landfill,glass,0.03,0.4,bottles,2015
11/16/15,Benson Center,Recycling in Landfill,Landfill,Plastic Film,1,11.8,"syran wrap,bags/food packaging",2015
4/30/15,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,9,"Clam shells,To-go cups, to go plates",2015
4/30/15,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.33,43,student food waste,2015
4/30/15,Benson Center,Recycling in Landfill,Landfill,Plastic Film,1,16.9,bread wrapers,2015
4/30/15,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.33,42.6,,2015
4/30/15,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,13.8,,2015
4/30/15,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.5,48.9,,2015
4/30/15,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.25,23.5,,2015
4/30/15,Benson Center,Compost in Landfill,Landfill,Misc. Meal Waste,0.33,19.4,,2015
4/30/15,Benson Center,Recycling in Landfill,Landfill,Plastic Film,1,15.4,shrimp bag,2015
4/30/15,Benson Center,Compost in Landfill,Landfill,Compostable Food Containers,1,13.7,,2015
4/30/15,Benson Center,Recycling in Landfill,Landfill,metal,0.33,5,"clam juice cans, pan spray",2015
4/30/15,Benson Center,Recycling in Landfill,Landfill,Plastic 1-7,0.5,7,soap and syrup not empty,2015
4/30/15,Benson Center,Recycling in Landfill,Landfill,terracycle,0.1,0.4,granola bar wrappers,2015
4/30/15,Benson Center,Recycling in Landfill,Landfill,paper,1,11.9,recipts,2015
4/30/15,Benson Center,Landfill,Landfill,styrofoam,0.1,0.5,,2015
4/30/15,Benson Center,Compost in Landfill,Landfill,paper towels,0.5,7.8,,2015
4/30/15,Benson Center,Recycling in Landfill,Landfill,glass,0.1,1.8,,2015
4/30/15,Benson Center,Landfill,Landfill,Other Landfill,1,15.5,napkin packaging (has plastic liner),2015
4/30/15,Benson Center,Recycling in Landfill,Landfill,aseptic containers,0.5,1.7,co-co water,2015
4/30/15,Benson Center,Recycling in Landfill,Landfill,cardboard,1,5,boxes,2015
4/30/15,Benson Center,Reusables in Landfill,Landfill,reusables,0.1,2.5,"forks, twistties/rubberbands",2015
9/16/16,Malley,Compost in Landfill,Landfill,paper towels,1,13.3,,2016
9/16/16,Malley,Compost in Landfill,Landfill,paper towels,1,18.2,,2016
9/16/16,Malley,Compost in Landfill,Landfill,paper towels,1,13.6,,2016
9/16/16,Malley,Compost in Landfill,Landfill,paper towels,1,11.5,,2016
9/16/16,Malley,Recycling in Landfill,Landfill,Plastic Film,1,7.2,,2016
9/16/16,Malley,Compost in Landfill,Landfill,paper towels,1,13.5,,2016
9/16/16,Malley,Recycling in Landfill,Landfill,cardboard,0.33,9.1,,2016
9/16/16,Malley,Compost in Landfill,Landfill,paper towels,0.75,11.4,,2016
9/16/16,Malley,Compost in Landfill,Landfill,Misc. Meal Waste,0.13,7.2,,2016
9/16/16,Malley,Compost in Landfill,Landfill,Compostable Food Containers,0.75,7.9,,2016
9/16/16,Malley,Reusables in Landfill,Landfill,reusables,0.33,18.6,"shoes, goggles",2016
9/16/16,Malley,Recycling in Landfill,Landfill,paper,0.25,3.1,maxipad boxes,2016
9/16/16,Malley,Recycling in Landfill,Landfill,Const/Demo Waste,0.05,0.4,wood,2016
9/16/16,Malley,Recycling in Landfill,Landfill,Plastic Film,0.33,1.8,trash liners,2016
9/16/16,Malley,Landfill,Landfill,Other Landfill,1,25.7,"food wrappers, vaccum bags, blue gloves",2016
9/16/16,Malley,Recycling in Landfill,Landfill,Plastic 1-7,1,8.7,"drink bottles, shampoo bottles",2016
9/16/16,Malley,Recycling in Landfill,Landfill,terracycle,0.1,1,energy bar wrappers,2016
9/16/16,Malley,Recycling in Landfill,Landfill,metal,0.1,1.7,,2016
9/16/16,Malley,Recycling in Landfill,Landfill,E-/Universal Waste,0.1,3.5,,2016
9/16/16,Malley,Recycling in Landfill,Landfill,paperboard rolls,0.33,1.7,,2016
9/16/16,Malley,Recycling in Landfill,Landfill,glass,0.1,2.9,glass bottle,2016
9/16/16,Malley,Landfill,Landfill,Other Landfill,1.25,7.2,,2016
9/16/16,Malley,Recycling in Landfill,Landfill,aseptic containers,0.1,1.4,coconut water,2016
9/16/16,Malley,Recycling,Recycling,paper,1,36.5,Magazines,2016
9/16/16,Malley,Recycling,Recycling,Plastic 1-7,1,7.9,"Water bottle, vitamin water",2016
9/16/16,Malley,Recycling,Recycling,cardboard,2,31.4,boxes,2016
9/16/16,Malley,Recycling,Recycling,terracycle,0.2,1.5,lotion,2016
9/16/16,Malley,Reusables in Recycling,Recycling,reusables,0.17,9.1,"hangers, flipflops",2016
9/16/16,Malley,Compost in Recycling,Recycling,Misc. Meal Waste,0.13,1.4,bread,2016
9/16/16,Malley,Compost in Recycling,Recycling,paper towels,0.75,7.5,,2016
9/16/16,Malley,Compost in Recycling,Recycling,Compostable Food Containers,0.75,4.3,to go containers,2016
9/16/16,Malley,Recycling,Recycling,Plastic Film,1,7,bags,2016
9/16/16,Malley,Recycling,Recycling,Plastic 1-7,0.75,5.1,"bottles, plastic trays ",2016
9/16/16,Malley,Recycling,Recycling,glass,0.08,2.1,kombucha,2016
9/16/16,Malley,Landfill in Recycling,Recycling,Other Landfill,0.33,11.7,"coffee cups, gloves",2016
9/16/16,Malley,Recycling,Recycling,paperboard rolls,0.04,0.1,,2016
9/16/16,Malley,Recycling,Recycling,aseptic containers,0.04,1.2,,2016
9/16/16,Malley,Recycling,Recycling,metal,0.33,4.1,"cans, tinfoil ",2016
9/16/16,Malley,Recycling,Recycling,paper,0.5,14,,2016
09-01-2015,Malley,Compost in Landfill,Landfill,Misc. Meal Waste,0.1,3.3,"banana peels, whole apple, crackers",2015
09-01-2015,Malley,Compost in Landfill,Landfill,paper towels,0.75,3.3,,2015
09-01-2015,Malley,Compost in Landfill,Landfill,Compostable Food Containers,0.67,3.8,"paper plates, to go containers/bags/packaging",2015
09-01-2015,Malley,Landfill,Landfill,Other Landfill,0.8,9.7,"lint, chip/snack bags, to go cups",2015
09-01-2015,Malley,Recycling in Landfill,Landfill,Plastic 1-7,0.5,4.4,"water botles, external to go cups/containers, plastic utensils",2015
09-01-2015,Malley,Recycling in Landfill,Landfill,metal,0.13,0.5,aluminum foil,2015
09-01-2015,Malley,Recycling in Landfill,Landfill,paper,0.25,1.8,"magazines, paperboard, paper",2015
09-01-2015,Malley,Recycling in Landfill,Landfill,aseptic containers,0.1,0.6,protein shakes,2015
09-01-2015,Malley,Reusables in Landfill,Landfill,reusables,0.1,4.8,"purell-unused, condiments, pencils",2015
09-01-2015,Malley,Recycling in Landfill,Landfill,Plastic Film,0.5,3.3,"liners-clear, ziplocks, bar wrappers",2015
09-01-2015,Malley,Recycling in Landfill,Landfill,cardboard,0.13,1,corrugated cardboard,2015
09-01-2015,Malley,Recycling in Landfill,Landfill,terracycle,0.1,1.1,power bar wrappers,2015
09-01-2015,Malley,Recycling in Landfill,Landfill,Const/Demo Waste,0.1,8.2,sand???,2015
09-01-2015,Malley,Recycling in Landfill,Landfill,E-/Universal Waste,0.1,2.5,wire,2015
09-01-2015,Malley,Recycling,Recycling,Plastic 1-7,1.1,11,"water bottles,plastic starbucks",2015
09-01-2015,Malley,Recycling,Recycling,cardboard,1,2.3,,2015
09-01-2015,Malley,Recycling,Recycling,cardboard,1,10.1,,2015
09-01-2015,Malley,Recycling,Recycling,cardboard,1.1,13.9,,2015
09-01-2015,Malley,Compost in Recycling,Recycling,Misc. Meal Waste,0.1,1.4,banana peels,2015
09-01-2015,Malley,Compost in Recycling,Recycling,paper towels,0.67,3.7,,2015
09-01-2015,Malley,Compost in Recycling,Recycling,Compostable Food Containers,0.25,1.9,food wrappers,2015
09-01-2015,Malley,Recycling,Recycling,Plastic 1-7,1,9.5,"water bottles, starbucks, 80-100 oz of wasted water in bottles",2015
09-01-2015,Malley,Recycling,Recycling,metal,0.33,1.6,"redbull cans, Arizona tea cans, chipotle container, aluminum foil",2015
09-01-2015,Malley,Landfill in Recycling,Recycling,Other Landfill,0.33,2.5,"food packaging, to go cups, plastic gloves",2015
09-01-2015,Malley,Recycling,Recycling,Plastic Film,1,11.5,"recycle bags, trash liners",2015
09-01-2015,Malley,Recycling,Recycling,paper,0.75,28.4,"invoices, magazines",2015
09-01-2015,Malley,Reusables in Recycling,Recycling,reusables,0.13,5.3,"cleaning bottles, lanyards",2015
09-01-2015,Malley,Recycling,Recycling,paperboard rolls,0.1,2.3,3 paper towel rolls with paper still on them,2015
09-01-2015,Malley,Recycling,Recycling,terracycle,0.1,1.3,protein bars,2015
09-01-2015,Malley,Recycling,Recycling,glass,0.1,1.7,"lemonade bottle, iced coffee bottle ",2015
09-01-2015,Malley,Recycling,Recycling,aseptic containers,0.13,1.5,coconut water,2015
09-01-2015,Malley,Compost,Compost,Misc. Meal Waste,0.1,1.8,coffee grounds,2015
09-01-2015,Malley,Compost,Compost,paper towels,0.9,11.1,good!,2015
09-01-2015,Malley,Compost,Compost,Compostable Food Containers,0.5,2.2,"compost liners, soiled food containers",2015
09-01-2015,Malley,Landfill in Compost,Compost,Other Landfill,0.1,0.4,plastic wrappers,2015
09-01-2015,Malley,Recycling in Compost,Compost,paperboard rolls,0.1,0.7,2 paper towels rolls (empty),2015
09-01-2015,Malley,Recycling in Compost,Compost,Plastic 1-7,0.2,1.5,"yogurt conatiner, plastic to go, peanut butter jars",2015
09-01-2015,Malley,Recycling in Compost,Compost,Plastic Film,0.1,0.01,3 pieces,2015
09-01-2015,Malley,Reusables in Compost,Compost,reusables,0.1,0.01,1 spoon,2015
09-01-2015,Malley,Recycling in Compost,Compost,paper,0.1,0.5,4 pieces,2015
09-01-2015,Malley,Recycling in Compost,Compost,terracycle,0.1,1.2,3 wrappers,2015
09-01-2015,Malley,Recycling in Compost,Compost,aseptic containers,0.1,0.6,apple juice,2015
09-01-2015,Malley,Recycling in Compost,Compost,glass,0.1,1.9,2 glass bottles,2015
09-01-2015,Malley,Recycling in Compost,Compost,cardboard,0.1,0.8,1 piece of cardboard,2015
05-08-2019,Learning Commons,Recycling in Landfill,Landfill,Terracycle,,0.8,,2019
05-08-2019,Learning Commons,Recycling in Landfill,Landfill,Glass,,0.1,,2019
05-08-2019,Learning Commons,Recycling in Landfill,Landfill,Paper,,3.1,,2019
05-08-2019,Learning Commons,Compost in Landfill,Landfill,Compostable Food Containers,,3.1,,2019
05-08-2019,Learning Commons,Compost in Landfill,Landfill,Compostable Dining Waste (non-edible),,3.2,,2019
05-08-2019,Learning Commons,Food Waste in Landfill,Landfill,Food Waste (edible),,6.4,,2019
05-08-2019,Learning Commons,Landfill,Landfill,Non-SCU Coffee Cups,,0.5,,2019
05-08-2019,Learning Commons,Compost in Landfill,Landfill,Paper Towels,,3.5,,2019
05-08-2019,Learning Commons,Compost in Landfill,Landfill,SCU Coffee Cups,,4.9,,2019
05-08-2019,Learning Commons,Landfill,Landfill,Styrofoam,,0.1,,2019
05-08-2019,Learning Commons,Recycling in Landfill,Landfill,Aseptic Containers,,0.5,,2019
05-08-2019,Learning Commons,Recycling in Landfill,Landfill,Plastic 1-7,,2.7,,2019
05-08-2019,Learning Commons,Recycling in Landfill,Landfill,Cardboard,,0.8,,2019
05-08-2019,Learning Commons,Recycling in Landfill,Landfill,Plastic Film,,2.1,,2019
05-08-2019,Learning Commons,Recycling in Landfill,Landfill,Metal,,0.2,,2019
05-08-2019,Learning Commons,Recycling in Landfill,Landfill,E-/Universal Waste,,0.5,,2019
05-08-2019,Learning Commons,Landfill,Landfill,Other Landfill,,10.3,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Plastic 1-7,,11.1,,2019
05-08-2019,Learning Commons,Compost in Recycling,Recycling,Paper Towels,,0.5,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Const/Demo Waste,,4.2,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Plastic 1-7,,1.9,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Metal,,1.6,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Compostable Food Containers,,4.4,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Plastic Film,,1,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Glass,,3.1,,2019
05-08-2019,Learning Commons,Recycling,Recycling,SCU Coffee Cups,,5.7,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Non-SCU Coffee Cups,,0.9,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Paper,,10.9,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Cardboard,,3.3,,2019
05-08-2019,Learning Commons,Landfill in Recycling,Recycling,Other Landfill,,3.3,,2019
05-08-2019,Learning Commons,Compost in Recycling,Recycling,Compostable Dining Waste (non-edible),,0.6,,2019
05-08-2019,Learning Commons,Food Waste in Recycling,Recycling,Food Waste (edible),,1.7,,2019
05-08-2019,Learning Commons,Recycling,Recycling,Terracycle,,0.5,,2019
1/21/20,Vari Hall and Lucas Hall,Compost in Landfill,Landfill,Food Waste (edible),0.3,50.2,Mix of food,2020
1/21/20,Vari Hall and Lucas Hall,Compost in Landfill,Landfill,Misc. Meal Waste,0.25,14.8,"Peels, a plant",2020
1/21/20,Vari Hall and Lucas Hall,Compost in Landfill,Landfill,SCU Coffee Cups,0.75,5.4,,2020
1/21/20,Vari Hall and Lucas Hall,Compost in Landfill,Landfill,Compostable Dining Waste (non-edible),1.5,21,"Plates, Benson containers",2020
1/21/20,Vari Hall and Lucas Hall,Compost in Landfill,Landfill,Paper Towels,1,14.6,,2020
1/21/20,Vari Hall and Lucas Hall,Recycling in Landfill,Landfill,Aseptic Containers,0.1,0.6,Milk container,2020
1/21/20,Vari Hall and Lucas Hall,Recycling in Landfill,Landfill,Terracycle,0.1,0.2,Energy bar wrappers,2020
1/21/20,Vari Hall and Lucas Hall,Recycling in Landfill,Landfill,Const/Demo Waste,0.1,3.1,,2020
1/21/20,Vari Hall and Lucas Hall,Reusables in Landfill,Landfill,Reusables,0.3,8.9,Resuable water bottles,2020
1/21/20,Vari Hall and Lucas Hall,Recycling in Landfill,Landfill,Plastic 1-7,1,6.4,Food packaging,2020
1/21/20,Vari Hall and Lucas Hall,Recycling in Landfill,Landfill,Cardboard,0.5,0.9,Food packaging,2020
1/21/20,Vari Hall and Lucas Hall,Recycling in Landfill,Landfill,E-/Universal Waste,0.05,0.2,Batteries,2020
1/21/20,Vari Hall and Lucas Hall,Recycling in Landfill,Landfill,Metal,0.5,1.4,"Tin foil, cans",2020
1/21/20,Vari Hall and Lucas Hall,Recycling in Landfill,Landfill,Plastic Film,0.1,0.1,Grocery bags,2020
1/21/20,Vari Hall and Lucas Hall,Recycling in Landfill,Landfill,Paper,0.5,4.6,School paper,2020
1/21/20,Vari Hall and Lucas Hall,Recycling in Landfill,Landfill,Glass,0.1,0.3,Bottles,2020
1/21/20,Vari Hall and Lucas Hall,Landfill,Landfill,Styrofoam,0.1,0.2,,2020
1/21/20,Vari Hall and Lucas Hall,Landfill,Landfill,Non-SCU Coffee Cups,0.75,4.8,Starbucks,2020
1/21/20,Vari Hall and Lucas Hall,Landfill,Landfill,Other Landfill,1,11.9,Food packaging,2020
1/21/20,Vari Hall and Lucas Hall,Landfill,Landfill,Other Landfill,1,14.7,Food packaging,2020
1/21/20,Vari Hall and Lucas Hall,Landfill,Landfill,Other Landfill,1,13.2,Food packaging,2020
3/14/23,Swig,Recycling in Landfill,Landfill,Aseptic/Tetra-Pak,0,0,1 tetrapak,2023
3/14/23,Swig,Compost in Landfill,Landfill,BPI Certified Compostable To-Go Ware,0.7,7.6,benson to go ware,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Cardboard,1,7.2,boxes,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Cardboard,0.3,3.1,boxes,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Electronic & Universal Waste,0,0,"2 vapes, 1 breaker",2023
3/14/23,Swig,Recycling in Landfill,Landfill,Film Plastic,0.5,2.4,plastic bags,2023
3/14/23,Swig,Compost in Landfill,Landfill,Food/Organic Waste,0.5,30.7,produce,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Glass,0.3,21.3,wine bottles,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Metal & Aluminum,0.5,3.4,beer cans,2023
3/14/23,Swig,Landfill,Landfill,Misc. Landfill,1,9.2,food soiled non compostable containers,2023
3/14/23,Swig,Landfill,Landfill,Misc. Landfill,1,35.1,chip bags,2023
3/14/23,Swig,Landfill,Landfill,Misc. Landfill,0.5,5.9,gloves,2023
3/14/23,Swig,Compost in Landfill,Landfill,Napkins/Paper Towels,0.3,7.1,paper towels,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Paper,1,2.1,paper bags,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Paper,0.5,3.7,paper bags,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Paperboard,1,6.8,food packaging,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Plastics #1-7,1,7.9,water bottles,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Plastics #1-7,1,6.4,plastic bottles; plastic food containers,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Plastics #1-7,1,4.9,bottles,2023
3/14/23,Swig,Reusables in Landfill,Landfill,Reusables,0.25,4.9,clothing,2023
3/14/23,Swig,Landfill,Landfill,Styrofoam,0,0,5 pieces of styrofoam,2023
3/14/23,Swig,Recycling in Landfill,Landfill,Terracycle,0,0,1 britta filter,2023
